OBJECTID,LLID,LAKE_LLID,AGENCY,AGENCY_ID,STATION,DEC_LAT,DEC_LONG,DESCRIPTION,QAQC1,QAQC2,Comments,RIVER_MILE,HUC_6,HU_6_Name,HUC_8,HU_8_Name,GIS_STREAMNAME,LAKE_NAME,GIS_Source,GIS_Source_LAKE,Estuary_2010,Sal_ppth,Est_Sal,Est_Final,Est_Comments,MATRIX
932,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36524,42.81242,-124.53481,Elk River Estuary near Mouth,Needs Secondary Review,Manually Revised with IRL tool,,0,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.4,Estuary,Estuary,,ES
933,1245439428541,,Oregon Department of Environmental Quality,ODEQ,34309,42.8416,-124.5363,Sixes River at RM 1.1,Needs Secondary Review,Correct,,1.087443,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.11406,Estuary,Estuary,,ES
934,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36677,42.84429,-124.53648,Sixes R Estuary Abv Parking Area,Needs Secondary Review,Correct,,0.905189,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,6.9,Estuary,Estuary,,ES
935,1245439428541,,Oregon Department of Environmental Quality,ODEQ,28912,42.850375,-124.537863,"Sixes River, north of pinic area OR2002-0021",Needs Secondary Review,Correct,,0.442835,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,32.5,Estuary,Estuary,,ES
936,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36749,42.8517,-124.54289,Sixes R Estuary Near Mouth,Needs Secondary Review,Correct,,0.195646,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,17.4,Estuary,Estuary,,ES
937,1234876453005,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR009,45.30021,-123.4774,Tributary to Nestucca River,Needs Secondary Review,Correct,,0.527591,171002,Northern Oregon Coastal,17100203,Wilson-Trusk-Nestuccu,Nestucca River Trib,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Freshwater,Based on surrounding stations,FW
938,1234460432681,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR022,43.31079,-123.21151,North Fork Umpqua River,Needs Secondary Review,Correct,,22.27971,171003,Southern Oregon Coastal,17100301,North Umpqua,North Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
939,1227710436165,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR043,43.61502,-122.76859,Tributary to Sharps Creek,Needs Secondary Review,Likely Correct,Unnamed tributary,0.153127,170900,Willamette,17090002,Coast Fork Willamette,Unnamed Stream,,StreamNet 100K,,,,,Freshwater,,FW
940,1230064446868,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR044,44.75285,-122.51422,North Fork Santiam,Needs Secondary Review,Correct,,32.479792,170900,Willamette,17090005,North Santiam,North Santiam River,,StreamNet 100K,,,,,Freshwater,,FW
941,1196393447553,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR045,44.90148,-118.47777,North Fork John Day,Needs Secondary Review,Correct,,94.18425,170702,John Day,17070202,North Fork John Day,North Fork John Day River,,StreamNet 100K,,,,,Freshwater,,FW
942,1239681418479,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR047,42.07215,-124.00887,Tributary to North Fork Smith River,Needs Secondary Review,Likely Correct,,21.532528,180101,Northern California Coastal,18010101,Smith,North Fork Smith River,,StreamNet 100K,,,,,Freshwater,,FW
943,1230064446868,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR060,44.77724,-122.82012,Santiam River,Needs Secondary Review,Likely Correct,North Santiam River,14.069667,170900,Willamette,17090005,North Santiam,North Santiam River,,StreamNet 100K,,,,,Freshwater,,FW
944,1193015449167,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR061,44.88506,-119.14906,Middle Fork John Day,Needs Secondary Review,Correct,,13.658337,170702,John Day,17070203,Middle Fork John Day,Middle Fork John Day River,,StreamNet 100K,,,,,Freshwater,,FW
945,1188441432985,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR065,43.18272,-118.87843,Donner und Blitzen River,Needs Secondary Review,Correct,,11.789597,171200,Oregon Closed Basins,17120003,Donner und Blitzen,Donner and Blitzen River,,StreamNet 100K,,,,,Freshwater,,FW
946,1237287431653,,EPA National Aquatic Resources Survey,NARS_WQX,FW08OR066,43.16793,-123.6913,Tributary to Lost Creek,Needs Secondary Review,Correct,,2.150994,171003,Southern Oregon Coastal,17100305,Coquille,Unnamed Stream,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Freshwater,Based on downstream stations,FW
947,1171446450502,1171523450626,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0049,45.062327,-117.153355,Clear Creek Reservoir,Needs Secondary Review,Correct,Added Lake LLID,1.127712,170502,Middle Snake-Powder,17050201,Brownlee Reservoir,West Fork Clear Creek,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
948,1204806421469,1205226421980,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0290,42.195651,-120.525686,Junipers Reservoir,Needs Secondary Review,Correct,Added Lake LLID,4.944053,180200,Upper Sacramento,18020001,Goose Lake,Muddy Creek,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
949,1193480433617,1194125434162,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0306,43.417883,-119.413348,Moon Reservoir,Needs Secondary Review,Correct,Added Lake LLID,6.875714,171200,Oregon Closed Basins,17120004,Silver,Silver Creek,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
950,1241417430803,1240766428895,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0402,42.889749,-124.078093,Powers Pond,Needs Secondary Review,Potential Digitization,Added Lake LLID,28.584502,171003,Southern Oregon Coastal,17100305,Coquille,South Fork Coquille River,Powers Pond,StreamNet 100K,StreamNet 100K,Needs Further Review,0.063535,Freshwater,,,
951,1215203451545,1217041451785,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0406,45.180381,-121.70443,Clear Lake,Needs Secondary Review,Correct,Added Lake LLID,12.72054,170703,Deschutes,17070306,Lower Deschutes,Clear Creek,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
952,1233218433779,1232627433773,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0614,43.378645,-123.268618,Cooper Creek Reservoir,Needs Secondary Review,Correct,Added Lake LLID,3.074388,171003,Southern Oregon Coastal,17100301,North Umpqua,Cooper Creek,Cooper Creek Reservoir,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
953,1181560449581,1181847449546,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0625,44.954294,-118.185992,Van Patten Lake,Needs Secondary Review,Correct,Added Lake LLID,1.77522,170502,Middle Snake-Powder,17050203,Powder,Unnamed Stream,Van Patten Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
954,1240824440151,1240785440237,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0658,44.023835,-124.07961,Clear Lake,Needs Secondary Review,Correct,Added Lake LLID,0.671926,171002,Northern Oregon Coastal,17100206,Siuslaw,Clear Creek,Clear Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,0.034692,Freshwater,Freshwater,,FW
955,1184647427594,1184457427726,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0677,42.772394,-118.446839,Mann Lake,Needs Secondary Review,Correct,Added Lake LLID,4.767163,171200,Oregon Closed Basins,17120009,Alvord Lake,Trail Creek,Mann Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
956,1217718439704,1217821439690,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0678,43.963587,-121.780483,Hosmer Lake,Needs Secondary Review,Correct,Added Lake LLID,0.349966,170703,Deschutes,17070301,Upper Deschutes,Unnamed Stream,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
957,1220489442768,1220441443154,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0870,44.316686,-122.046378,Smith Reservoir,Needs Secondary Review,Correct,Added Lake LLID,2.959013,170900,Willamette,17090004,Mckenzie,Smith River,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
958,1170508447455,1180512446816,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0881,44.680299,-118.045641,Phillips Reservoir,Needs Secondary Review,Correct,Added Lake LLID,135.411218,170502,Middle Snake-Powder,17050203,Powder,Powder River,Mason Reservoir (Phillips Lake),Modified Streamnet 100K,StreamNet 100K,,,,Freshwater,,FW
959,1180605437569,1181527439317,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0933,43.927628,-118.150427,Beulah Reservoir,Needs Secondary Review,Correct,Added Lake LLID,19.1299,170501,Middle Snake-Boise,17050116,Upper Malheur,North Fork Malheur River,Beulah Reservoir,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
960,1225253437588,1220429437301,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-0934,43.736127,-122.038246,Waldo Lake,Needs Secondary Review,Correct,Added Lake LLID,45.459049,170900,Willamette,17090001,Middle Fork Willamette,N Fk Middle Fk Willamette R,Waldo Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
961,1221622424389,1222131423711,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1058,42.364916,-122.21421,Lake of the Woods,Needs Secondary Review,Correct,Added Lake LLID,7.610782,180102,Klamath,18010203,Upper Klamath Lake,Seldom Creek,"Woods, Lake of the",StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
962,1172370452328,1172727452290,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1073,45.229364,-117.27237,Ice Lake,Needs Secondary Review,Correct,Added Lake LLID,1.740598,170601,Lower Snake,17060105,Wallowa,Adam Creek,Ice Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
963,1232400443847,1232915440921,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1190,44.087941,-123.300076,Fern Ridge Lake,Needs Secondary Review,Correct,Added Lake LLID,28.94014,170900,Willamette,17090003,Upper Willamette,Long Tom River,Fern Ridge Reservoir,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
964,1199986421199,1199976421208,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1266,42.119982,-119.997611,Lucky Reservoir,Needs Secondary Review,Correct,Added Lake LLID,0.040943,171200,Oregon Closed Basins,17120007,Warner Lakes,Unnamed Stream,Lucky Reservoir,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
965,,1242493434584,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1426,43.452205,-124.246005,Horsfall Lake,Needs Secondary Review,Added Lake LLID and removed stream LLID,,,171003,Southern Oregon Coastal,17100304,Coos,,Horsfall Lake,,StreamNet 100K,No stream LLID,0.03542,Freshwater,Freshwater,,FW
966,1188594429247,1188472429142,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1445,42.918354,-118.852169,Baca Lake,Needs Secondary Review,Correct,Added Lake LLID,0.608621,171200,Oregon Closed Basins,17120003,Donner und Blitzen,Bear Lake,Baca Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
967,1220460438286,1220166437968,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1446,43.796302,-122.017536,Torrey Lake,Needs Secondary Review,Added Lake LLID and removed stream LLID,,1.76367,170900,Willamette,17090001,Middle Fork Willamette,Unnamed Stream,Torrey Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
968,1217476440258,1217449440269,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1894,44.026654,-121.745625,Sparks Lake,Needs Secondary Review,Correct,Added Lake LLID,0.083536,170703,Deschutes,17070301,Upper Deschutes,Goose Creek,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
969,1224261436636,1224285436647,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-1958,43.662976,-122.421606,Hills Creek Reservoir,Needs Secondary Review,Correct,"Added lake LLID. Point snapped to Bull Creek, not Middle Fork Willamette",0.230972,170900,Willamette,17090001,Middle Fork Willamette,Bull Creek,Hills Creek Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
970,1226509421932,1226067421567,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-2082,42.151396,-122.600822,Emigrant Lake,Needs Secondary Review,Correct,Added Lake LLID,4.437631,171003,Southern Oregon Coastal,17100308,Middle Rogue,Emigrant Creek,Emigrant Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
971,1195184420482,1195584420687,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-2438,42.066805,-119.563401,Piute Reservoir,Needs Secondary Review,Correct,Added Lake LLID,3.742691,171200,Oregon Closed Basins,17120008,Guano,Piute Creek,Unnamed Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
972,1241749436031,1241781436321,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-2450,43.631644,-124.179044,Lake Edna,Needs Secondary Review,Correct,Added Lake LLID,3.588384,171003,Southern Oregon Coastal,17100304,Coos,Clear Creek,"Edna, Lake",StreamNet 100K,StreamNet 100K,Needs Further Review,0.045604,Freshwater,Freshwater,,FW
973,1193701440183,1193918439886,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-2481,43.988628,-119.392762,Officers Reservoir,Needs Secondary Review,Correct,Added Lake LLID,2.439301,170702,John Day,17070201,Upper John Day,Utley Creek,Officers Reservoir,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
974,1187007444592,1186838443074,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-2673,44.306582,-118.685037,Strawberry Lake,Needs Secondary Review,Correct,Added Lake LLID,12.019631,170702,John Day,17070201,Upper John Day,Strawberry Creek,Strawberry Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
975,,1217654437144,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-2726,43.713787,-121.766543,South Twin Lake,Needs Secondary Review,Added Lake LLID and removed stream LLID,,,170703,Deschutes,17070301,Upper Deschutes,,South Twin Lake,,StreamNet 100K,,,,Freshwater,,FW
976,1218029437882,1219716437439,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-R10CHARLT,43.7447,-121.972108,Chartlton Lake,Needs Secondary Review,Correct,Added Lake LLID,9.974398,170703,Deschutes,17070301,Upper Deschutes,Charlton Creek,Charlton Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
977,1218797438384,1218926438188,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-R10DEERLA,43.819275,-121.893625,Deer Lake,Needs Secondary Review,Correct,Added Lake LLID,1.617985,170703,Deschutes,17070301,Upper Deschutes,Unnamed Stream,Deer Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
978,1187195427407,1186463427372,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-R10FISHLA,42.736902,-118.647249,Fish Lake,Needs Secondary Review,Correct,Added Lake LLID,4.01042,171200,Oregon Closed Basins,17120003,Donner und Blitzen,Lake Creek,Fish Lake,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
979,1230220420383,1230198420396,EPA National Aquatic Resources Survey,NARS_WQX,NLA06608-R10SQUAWL,42.040047,-123.020334,Squaw Lakes,Needs Secondary Review,Correct,Added Lake LLID,0.147883,171003,Southern Oregon Coastal,17100309,Applegate,Slickear Creek,Squaw Lakes,StreamNet 100K,StreamNet 100K,,,,Freshwater,,FW
980,1198034449988,,EPA National Aquatic Resources Survey,NARS_WQX,WORP99-0775,44.99814,-119.80279,BROWN CREEK,Needs Secondary Review,Potential Digitization,DEQ stream and NHDH stream names do not match,0.05483,170702,John Day,17070204,Lower John Day,Dry Fork,,StreamNet 100K,,,,,,,
981,1187658456785,,Oregon Department of Environmental Quality,ODEQ,36445,45.69231,-118.73502,Wildhorse Creek at McCormmach Rd,Needs Secondary Review,Correct,,1.939019,170701,Middle Columbia,17070103,Umatilla,Wildhorse Creek,,StreamNet 100K,,,,,Freshwater,,FW
982,1193296457950,,Oregon Department of Environmental Quality,ODEQ,12015,45.784772,-119.341281,Butter Creek at Old Stanfield Road (Bucks Corner),Needs Secondary Review,Correct,,1.171227,170701,Middle Columbia,17070103,Umatilla,Butter Creek,,StreamNet 100K,,,,,Freshwater,,FW
983,1200159457949,,Oregon Department of Environmental Quality,ODEQ,10708,45.739806,-120.023139,Willow Creek at Heppner Junction,Needs Secondary Review,Correct,,4.344228,170701,Middle Columbia,17070104,Willow,Willow Creek,,StreamNet 100K,,,,,Freshwater,,FW
984,1219186453762,,Oregon Department of Environmental Quality,ODEQ,34086,45.3891,-121.93767,Muddy Fork Sandy River at river mile 0.3 off 1828 road,Needs Secondary Review,Remove,Longitude is wrong. Could be re-located using description.,1.795097,170800,Lower Columbia,17080001,Lower Columbia-Sandy,Little Clear Creek,,StreamNet 100K,,,,,,,
985,1224392437260,,Oregon Department of Environmental Quality,ODEQ,28010,43.726,-122.4359,Salt Creek at mouth,Needs Secondary Review,Correct,,0.143001,170900,Willamette,17090001,Middle Fork Willamette,Salt Creek,,StreamNet 100K,,,,,Freshwater,,FW
986,1230144440225,,Oregon Department of Environmental Quality,ODEQ,28608,43.72097,-122.43753,Middle Fork Willamette River below Hills Creek Reservoir,Needs Secondary Review,Correct,,43.185754,170900,Willamette,17090001,Middle Fork Willamette,Middle Fork Willamette River,,StreamNet 100K,,,,,Freshwater,,FW
987,1224627437392,,Oregon Department of Environmental Quality,ODEQ,10908,43.740444,-122.458611,Salmon Creek at Hwy 58 (Oakridge),Needs Secondary Review,Correct,,0.237728,170900,Willamette,17090001,Middle Fork Willamette,Salmon Creek,,StreamNet 100K,,,,,Freshwater,,FW
988,1225253437588,,Oregon Department of Environmental Quality,ODEQ,37318,43.788706,-122.461831,North Fk Middle Fk Willamette above Short Cr,Needs Secondary Review,Correct,,4.493169,170900,Willamette,17090001,Middle Fork Willamette,N Fk Middle Fk Willamette R,,StreamNet 100K,,,,,Freshwater,,FW
989,1224979437574,,Oregon Department of Environmental Quality,ODEQ,37317,43.757106,-122.496722,McLane Cr at Mouth,Needs Secondary Review,Correct,,0.061276,170900,Willamette,17090001,Middle Fork Willamette,McLane Creek,,StreamNet 100K,,,,,Freshwater,,FW
990,1225253437588,,Oregon Department of Environmental Quality,ODEQ,10913,43.758944,-122.523556,North Fork Willamette River at mouth (Oakridge),Needs Secondary Review,Likely Correct,Most likely NF of Middle Fork Willamette,0.115958,170900,Willamette,17090001,Middle Fork Willamette,N Fk Middle Fk Willamette R,,StreamNet 100K,,,,,Freshwater,,FW
991,1230144440225,,Oregon Department of Environmental Quality,ODEQ,10668,43.755222,-122.526444,Middle Fork Willamette River at Hellsgate Bridge,Needs Secondary Review,Correct,,36.466191,170900,Willamette,17090001,Middle Fork Willamette,Middle Fork Willamette River,,StreamNet 100K,,,,,Freshwater,,FW
