OBJECTID,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,LAKE_LLID,LAKE_NAME,EPA_BEACH_ID,BEACH_NAME,AGENCY,AGENCY_ID,MATRIX,STATION,STREAM_NAME,LAKE_SOURCE,STREAM_SOURCE
5408,City of Port Orford Intake PWS# 4100670 Hubbard Creek,42.750851,-124.474648,0.883691,1244756427384,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36314,North Fork Hubbard Creek,,StreamNet 100K
5409,Willow Creek at County Bridge (Floras Creek),42.9045,-124.4755,0.527288,1244794429108,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28297,Willow Creek,,StreamNet 100K
5410,Hubbard Cr at Hwy 101,42.73706,-124.47668,0.139614,1244777427353,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36600,Hubbard Creek,,StreamNet 100K
5411,Crystal Creek at Hwy 101 (Sixes River tributary),42.821,-124.4825,0.178184,1244856428202,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28312,Crystal Creek,,StreamNet 100K
5412,Sixes R US of Crystal Cr,42.81983,-124.4859,4.720284,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36661,Sixes River,,StreamNet 100K
5413,Langlois Creek at RM 0.65 Bend to South,42.9308,-124.4859,0.649136,1244923429259,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36609,Langlois Creek,,StreamNet 100K
5414,Crystal Creek at confl. w/Sixes River,42.8206,-124.4861,0,1244856428202,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35431,Crystal Creek,,StreamNet 100K
5415,New River Ditch Trib (at 5.1) Near Mouth,42.9361,-124.48621,5.077354,1244569430006,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36607,New River,,StreamNet 100K
5416,New River South of Bono Slough,42.93576,-124.48676,5.089805,1244569430006,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36606,New River,,StreamNet 100K
5417,Sixes R Blw Crystal Cr From Small Gravel Bar Right,42.8226,-124.4913,4.350333,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36671,Sixes River,,StreamNet 100K
5418,Langlois Creek at Mouth,42.92581,-124.4922,0.006652,1244923429259,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36610,Langlois Creek,,StreamNet 100K
5419,New River South of Hanson Slough,42.9256,-124.4926,5.835237,1244569430006,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36605,New River,,StreamNet 100K
5420,Mainstem Floras Creek above Floras Lake outlet,42.91442,-124.49281,0.257943,1244974429130,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23931,Floras Creek,,StreamNet 100K
5421,Mill Creek at Mid Crossing of Hwy 101 (Garrison Lake),42.767606,-124.497788,2.811884,1245128427431,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36761,Mill Creek,,PNW Hydrography 24K
5422,"Floras Lake outlet near mouth, Floras Creek mainstem",42.91153,-124.498122,0.125661,1244974429131,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23930,Boulder Creek,,StreamNet 100K
5423,Mill Creek at Arizon St (Garrison Lake),42.7551,-124.4998,1.764009,1245128427431,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36762,Mill Creek,,PNW Hydrography 24K
5424,Mill Cr at Silver Butte Rd (Garrison Lake),42.77191,-124.50149,3.231055,1245128427431,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36581,Mill Creek,,PNW Hydrography 24K
5425,Sixes R at Pilings,42.82548,-124.50361,3.679008,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36672,Sixes River,,StreamNet 100K
5426,Garrison Lake at deepest point,42.75425,-124.506778,1.411451,1245128427431,1245055427545,Garrison Lake,,,Oregon Department of Environmental Quality,ODEQ,ES,13787,Mill Creek,StreamNet 100K,PNW Hydrography 24K
5427,Garrison Lake South Arm Deepest Point,42.75063,-124.51142,0.68289,1245128427431,1245055427545,Garrison Lake,,,Oregon Department of Environmental Quality,ODEQ,ES,36576,Mill Creek,StreamNet 100K,PNW Hydrography 24K
5428,Sixes R under Powerline,42.82548,-124.51153,3.154174,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36673,Sixes River,,StreamNet 100K
5429,Garrison Lake Below Paradise Point Rd,42.76012,-124.51291,1.135536,1245128427431,1245055427545,Garrison Lake,,,Oregon Department of Environmental Quality,ODEQ,ES,36582,Mill Creek,StreamNet 100K,PNW Hydrography 24K
5430,Swamp Cr at Lower Reservoir US End Fish Passage Culvert,42.79963,-124.51917,0.546398,1245252427944,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36559,Swamp Creek,,StreamNet 100K
5431,Swamp Creek at lower culvert (Elk Creek),42.7963,-124.5198,0.31954,1245252427944,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28299,Swamp Creek,,StreamNet 100K
5432,Swamp Cr at Mouth (Elk),42.79507,-124.52355,0.118665,1245252427944,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36560,Swamp Creek,,StreamNet 100K
5433,Elk River above Swamp Creek,42.79376,-124.52423,0.934456,1245315428055,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36556,Elk River,,StreamNet 100K
5434,Elk River Estuary Approx 1.08 MI from Mouth,42.79841,-124.52622,0.602203,1245315428055,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36537,Elk River,,StreamNet 100K
5435,Elk River Estuary Approx 1.2 MI from Mouth,42.79652,-124.52625,0.723229,1245315428055,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36536,Elk River,,StreamNet 100K
5436,Sixes R Abv Estuary,42.84105,-124.52629,1.742447,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36674,Sixes River,,StreamNet 100K
5437,Elk River Estuary Mid Beach Section,42.80444,-124.5291,0.171153,1245315428055,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36510,Elk River,,StreamNet 100K
5438,Sixes R Upper End of Estuary,42.84018,-124.5338,1.346994,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36676,Sixes River,,StreamNet 100K
5439,Elk River Estuary near Mouth,42.81242,-124.53481,0,1245315428055,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36524,Elk River,,StreamNet 100K
5440,Sixes River at RM 1.1,42.8416,-124.5363,1.087443,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,ES,34309,Sixes River,,StreamNet 100K
5441,Sixes R Estuary Abv Parking Area,42.84429,-124.53648,0.905189,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36677,Sixes River,,StreamNet 100K
5442,"Sixes River, north of pinic area OR2002-0021",42.850375,-124.537863,0.442835,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,ES,28912,Sixes River,,StreamNet 100K
5443,Sixes R Estuary Near Mouth,42.8517,-124.54289,0.195646,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36749,Sixes River,,StreamNet 100K
5444,Tributary to Nestucca River,45.30021,-123.4774,0.527591,1234876453005,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR009,Nestucca River Trib,,StreamNet 100K
5445,North Fork Umpqua River,43.31079,-123.21151,22.27971,1234460432681,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR022,North Umpqua River,,StreamNet 100K
5446,Tributary to Sharps Creek,43.61502,-122.76859,0.153127,1227710436165,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR043,Unnamed Stream,,StreamNet 100K
5447,North Fork Santiam,44.75285,-122.51422,32.479792,1230064446868,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR044,North Santiam River,,StreamNet 100K
5448,North Fork John Day,44.90148,-118.47777,94.18425,1196393447553,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR045,North Fork John Day River,,StreamNet 100K
5449,Tributary to North Fork Smith River,42.07215,-124.00887,21.532528,1239681418479,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR047,North Fork Smith River,,StreamNet 100K
5450,Santiam River,44.77724,-122.82012,14.069667,1230064446868,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR060,North Santiam River,,StreamNet 100K
5451,Middle Fork John Day,44.88506,-119.14906,13.658337,1193015449167,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR061,Middle Fork John Day River,,StreamNet 100K
5452,Donner und Blitzen River,43.18272,-118.87843,11.789597,1188441432985,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR065,Donner and Blitzen River,,StreamNet 100K
5453,Tributary to Lost Creek,43.16793,-123.6913,2.150994,1237287431653,,,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,FW08OR066,Unnamed Stream,,StreamNet 100K
5454,Clear Creek Reservoir,45.062327,-117.153355,1.127712,1171446450502,1171523450626,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0049,West Fork Clear Creek,StreamNet 100K,StreamNet 100K
5455,Junipers Reservoir,42.195651,-120.525686,4.944053,1204806421469,1205226421980,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0290,Muddy Creek,StreamNet 100K,StreamNet 100K
5456,Moon Reservoir,43.417883,-119.413348,6.875714,1193480433617,1194125434162,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0306,Silver Creek,StreamNet 100K,StreamNet 100K
5457,Clear Lake,45.180381,-121.70443,12.72054,1215203451545,1217041451785,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0406,Clear Creek,StreamNet 100K,StreamNet 100K
5458,Cooper Creek Reservoir,43.378645,-123.268618,3.074388,1233218433779,1232627433773,Cooper Creek Reservoir,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0614,Cooper Creek,StreamNet 100K,StreamNet 100K
5459,Van Patten Lake,44.954294,-118.185992,1.77522,1181560449581,1181847449546,Van Patten Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0625,Unnamed Stream,StreamNet 100K,StreamNet 100K
5460,Clear Lake,44.023835,-124.07961,0.671926,1240824440151,1240785440237,Clear Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0658,Clear Creek,StreamNet 100K,StreamNet 100K
5461,Mann Lake,42.772394,-118.446839,4.767163,1184647427594,1184457427726,Mann Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0677,Trail Creek,StreamNet 100K,StreamNet 100K
5462,Hosmer Lake,43.963587,-121.780483,0.349966,1217718439704,1217821439690,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0678,Unnamed Stream,StreamNet 100K,StreamNet 100K
5463,Smith Reservoir,44.316686,-122.046378,2.959013,1220489442768,1220441443154,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0870,Smith River,StreamNet 100K,StreamNet 100K
5464,Phillips Reservoir,44.680299,-118.045641,135.411218,1170508447455,1180512446816,Mason Reservoir (Phillips Lake),,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0881,Powder River,StreamNet 100K,Modified Streamnet 100K
5465,Beulah Reservoir,43.927628,-118.150427,19.1299,1180605437569,1181527439317,Beulah Reservoir,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0933,North Fork Malheur River,StreamNet 100K,StreamNet 100K
5466,Waldo Lake,43.736127,-122.038246,45.459049,1225253437588,1220429437301,Waldo Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-0934,N Fk Middle Fk Willamette R,StreamNet 100K,StreamNet 100K
5467,Lake of the Woods,42.364916,-122.21421,7.610782,1221622424389,1222131423711,"Woods, Lake of the",,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1058,Seldom Creek,StreamNet 100K,StreamNet 100K
5468,Ice Lake,45.229364,-117.27237,1.740598,1172370452328,1172727452290,Ice Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1073,Adam Creek,StreamNet 100K,StreamNet 100K
5469,Fern Ridge Lake,44.087941,-123.300076,28.94014,1232400443847,1232915440921,Fern Ridge Reservoir,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1190,Long Tom River,StreamNet 100K,StreamNet 100K
5470,Lucky Reservoir,42.119982,-119.997611,0.040943,1199986421199,1199976421208,Lucky Reservoir,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1266,Unnamed Stream,StreamNet 100K,StreamNet 100K
5471,Horsfall Lake,43.452205,-124.246005,,,1242493434584,Horsfall Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1426,,StreamNet 100K,
5472,Baca Lake,42.918354,-118.852169,0.608621,1188594429247,1188472429142,Baca Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1445,Bear Lake,StreamNet 100K,StreamNet 100K
5473,Torrey Lake,43.796302,-122.017536,1.76367,1220460438286,1220166437968,Torrey Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1446,Unnamed Stream,StreamNet 100K,StreamNet 100K
5474,Sparks Lake,44.026654,-121.745625,0.083536,1217476440258,1217449440269,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1894,Goose Creek,StreamNet 100K,StreamNet 100K
5475,Hills Creek Reservoir,43.662976,-122.421606,0.230972,1224261436636,1224285436647,Hills Creek Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-1958,Bull Creek,StreamNet 100K,StreamNet 100K
5476,Emigrant Lake,42.151396,-122.600822,4.437631,1226509421932,1226067421567,Emigrant Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-2082,Emigrant Creek,StreamNet 100K,StreamNet 100K
5477,Piute Reservoir,42.066805,-119.563401,3.742691,1195184420482,1195584420687,Unnamed Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-2438,Piute Creek,StreamNet 100K,StreamNet 100K
5478,Lake Edna,43.631644,-124.179044,3.588384,1241749436031,1241781436321,"Edna, Lake",,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-2450,Clear Creek,StreamNet 100K,StreamNet 100K
5479,Officers Reservoir,43.988628,-119.392762,2.439301,1193701440183,1193918439886,Officers Reservoir,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-2481,Utley Creek,StreamNet 100K,StreamNet 100K
5480,Strawberry Lake,44.306582,-118.685037,12.019631,1187007444592,1186838443074,Strawberry Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-2673,Strawberry Creek,StreamNet 100K,StreamNet 100K
5481,South Twin Lake,43.713787,-121.766543,,,1217654437144,South Twin Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-2726,,StreamNet 100K,
5482,Chartlton Lake,43.7447,-121.972108,9.974398,1218029437882,1219716437439,Charlton Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-R10CHARLT,Charlton Creek,StreamNet 100K,StreamNet 100K
5483,Deer Lake,43.819275,-121.893625,1.617985,1218797438384,1218926438188,Deer Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-R10DEERLA,Unnamed Stream,StreamNet 100K,StreamNet 100K
5484,Fish Lake,42.736902,-118.647249,4.01042,1187195427407,1186463427372,Fish Lake,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-R10FISHLA,Lake Creek,StreamNet 100K,StreamNet 100K
5485,Squaw Lakes,42.040047,-123.020334,0.147883,1230220420383,1230198420396,Squaw Lakes,,,EPA National Aquatic Resources Survey,NARS_WQX,FW,NLA06608-R10SQUAWL,Slickear Creek,StreamNet 100K,StreamNet 100K
5486,Wildhorse Creek at McCormmach Rd,45.69231,-118.73502,1.939019,1187658456785,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36445,Wildhorse Creek,,StreamNet 100K
5487,Butter Creek at Old Stanfield Road (Bucks Corner),45.784772,-119.341281,1.171227,1193296457950,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12015,Butter Creek,,StreamNet 100K
5488,Willow Creek at Heppner Junction,45.739806,-120.023139,4.344228,1200159457949,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10708,Willow Creek,,StreamNet 100K
5489,Salt Creek at mouth,43.726,-122.4359,0.143001,1224392437260,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28010,Salt Creek,,StreamNet 100K
5490,Middle Fork Willamette River below Hills Creek Reservoir,43.72097,-122.43753,43.185754,1230144440225,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28608,Middle Fork Willamette River,,StreamNet 100K
5491,Salmon Creek at Hwy 58 (Oakridge),43.740444,-122.458611,0.237728,1224627437392,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10908,Salmon Creek,,StreamNet 100K
5492,North Fk Middle Fk Willamette above Short Cr,43.788706,-122.461831,4.493169,1225253437588,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37318,N Fk Middle Fk Willamette R,,StreamNet 100K
5493,McLane Cr at Mouth,43.757106,-122.496722,0.061276,1224979437574,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37317,McLane Creek,,StreamNet 100K
5494,North Fork Willamette River at mouth (Oakridge),43.758944,-122.523556,0.115958,1225253437588,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10913,N Fk Middle Fk Willamette R,,StreamNet 100K
5495,Middle Fork Willamette River at Hellsgate Bridge,43.755222,-122.526444,36.466191,1230144440225,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10668,Middle Fork Willamette River,,StreamNet 100K
5496,Rogue River at Casey State Park,42.659361,-122.698944,154.799403,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11375,Rogue River,,StreamNet 100K
5497,Little Fall Cr below Little Fall Cr Picnic Area,43.978009,-122.748783,4.152534,1228178439575,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37308,Little Fall Creek,,StreamNet 100K
5498,Middle Fk Willamette Below Dexter Lake,43.925148,-122.810684,15.403604,1230144440225,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37312,Middle Fork Willamette River,,StreamNet 100K
5499,Fall Cr at Pengra Rd,43.965008,-122.849777,1.226745,1228689439706,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37299,Fall Creek,,StreamNet 100K
5500,Hill Cr at Mouth,43.996948,-122.90402,0.136292,1229059439969,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37302,Hills Creek,,StreamNet 100K
5501,Wallace Cr at Mouth,44.000298,-122.90579,0.120813,1229072439998,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37316,Wallace Creek,,StreamNet 100K
5502,Mosby Cr below Fall Cr,43.696465,-122.965873,7.609573,1230137437800,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37311,Mosby Creek,,StreamNet 100K
5503,Middle Fork Willamette at SUB Treatment Plant,44.028768,-122.989944,1.509319,1230144440225,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37313,Middle Fork Willamette River,,StreamNet 100K
5504,Gettings Cr at Meyer Rd,43.831426,-122.997659,3.570051,1230181438635,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37301,Gettings Creek,,StreamNet 100K
5505,"Mosby Creek near mouth (tributary to Row River, to Coast Fork Willamette)",43.77828,-123.0054,0.46818,1230137437800,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26746,Mosby Creek,,StreamNet 100K
5506,Gettings Cr at Sears Rd,43.836576,-123.024881,1.963631,1230181438635,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37300,Gettings Creek,,StreamNet 100K
5507,Camus Swale unnamed tributary 100 feet downstream of Creswell STP,43.922639,-123.034472,0.358301,1230361439281,,,,,Oregon Department of Environmental Quality,ODEQ,FW,18890,Camus Swale Trib,,StreamNet 100K
5508,Coast Fork Willamette downstream of Cottage Grove STP,43.809028,-123.04775,20.623476,1230233440232,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11276,Coast Fork Willamette River,,StreamNet 100K
5509,Muddy Cr Trib (RM 51) West of Monaco Coach,44.144317,-123.06054,1.223669,1230498441481,,,,,Oregon Department of Environmental Quality,ODEQ,FW,37292,Muddy Creek Trib,,StreamNet 100K
