"MonitoringLocationIdentifier","Site_no","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","Site_name","Agency","LLID_Stream_Lake","Str_LLID","Str_name","LAKE_LLID","LAKE_NAME","Latitude_clean","Longitude_clean"
"USGS-452601123080200","452601123080200","USGS-OR","USGS Oregon Water Science Center","WAPATO LAKE NEAR GASTON, OR","Stream","TUALATIN PROJECT",17090010,NA,"",NA,"","45.4336111","-123.1338889",24000,"1","seconds","Interpolated from Digital Map","NAD83",NA,"",NA,"","","","US",41,"067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4336111","-123.1338889"
"USGS-452607122195200","452607122195200","USGS-OR","USGS Oregon Water Science Center","DOLAN CREEK D/S FROM ORIENT ROAD, NEAR BORING, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.435120599999998","-122.332311",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4351206","-122.332311"
"USGS-452609122281900","452609122281900","USGS-OR","USGS Oregon Water Science Center","ROCK CREEK AT FOSTER ROAD, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.435676299999997","-122.47314540000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4356763","-122.4731454"
"USGS-452610122290200","452610122290200","USGS-OR","USGS Oregon Water Science Center","ROCK CREEK AT 172ND AVENUE, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.435954099999996","-122.48508990000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4359541","-122.4850899"
"USGS-452631122463101","452631122463101","USGS-OR","USGS Oregon Water Science Center","ASH CREEK AT SHADY LANE, TIGARD, OR","Stream","TAMMY WOOD",17090010,"3.2599999999999998","sq mi",NA,"","45.441773699999999","-122.77654750000001",NA,".01","seconds","Global positioning system (GPS), uncorrected","NAD83","160.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"ASH CREEK AT SHADY LANE, TIGARD, OR","USGS","1227827454392","1227827454392","Ash Creek",NA,NA,"45.4417737","-122.7765475"
"USGS-452635122471801","452635122471801","USGS-OR","USGS Oregon Water Science Center","UNNAMED TRIB TO FANNO CR AT IRONWOOD LOOP","Stream","CWS 3500038",17090001,"0.69999999999999996","sq mi",NA,"","45.443144400000001","-122.7882639",24000,"1","seconds","Interpolated from Digital Map","NAD83","161.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"UNNAMED TRIB TO FANNO CR AT IRONWOOD LOOP","USGS","1227874454433","1227874454433",NA,NA,NA,"45.4431444","-122.7882639"
"USGS-452637123142501","452637123142501","USGS-OR","USGS Oregon Water Science Center","TUALATIN RIVER AT SOUTH ROAD NEAR CHERRY GROVE, OR","Stream","CWS 3701715",17090001,"37.0","sq mi",NA,NA,"45.4437389","-123.24027220000001",24000,"1","seconds","Interpolated from Digital Map","NAD83","240.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER AT SOUTH ROAD NEAR CHERRY GROVE, OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.4437389","-123.2402722"
"USGS-452712122474901","452712122474901","USGS-OR","USGS Oregon Water Science Center","UNNAMED TRIB TO FANNO TRIB BELOW GREENWAY SCHOOL","Stream","CWS 3500049",17090001,"0.59999999999999998","sq mi",NA,"","45.453261099999999","-122.7969583",24000,"1","seconds","Interpolated from Digital Map","NAD83","161.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"UNNAMED TRIB TO FANNO TRIB BELOW GREENWAY SCHOOL","USGS","1227639453931","1227639453931","Fanno Creek",NA,NA,"45.4532611","-122.7969583"
"USGS-452743122365400","452743122365400","USGS-OR","USGS Oregon Water Science Center","JOHNSON CREEK AT 45TH AVENUE, PORTLAND, OR","Stream","Karl Lee project",17090012,NA,"",NA,NA,"45.461786099999998","-122.6162046",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","100.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK AT 45TH AVENUE, PORTLAND, OR","USGS","1226465454422","1226465454422","Johnson Creek",NA,NA,"45.4617861","-122.6162046"
"USGS-452756122502501","452756122502501","USGS-OR","USGS Oregon Water Science Center","JOHNSON CREEK SOUTH AT HART RD","Stream","CWS 3827024",17090001,"1.8999999999999999","sq mi",NA,"","45.465552799999998","-122.84014999999999",24000,"1","seconds","Interpolated from Digital Map","NAD83","213.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK SOUTH AT HART RD","USGS","1228355454932","1228355454932","Johnson Creek",NA,NA,"45.4655528","-122.84015"
"USGS-452819122445501","452819122445501","USGS-OR","USGS Oregon Water Science Center","WOODS CREEK AT OLESON RD","Stream","CWS 3891005",17090001,"1.1000000000000001","sq mi",NA,"","45.471874999999997","-122.7486444",24000,"1","seconds","Interpolated from Digital Map","NAD83","230.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"WOODS CREEK AT OLESON RD","USGS","1227615454726","1227615454726",NA,NA,NA,"45.471875","-122.7486444"
"USGS-452823122240900","452823122240900","USGS-OR","USGS Oregon Water Science Center","JOHNSON CREEK AT PALMBLAD RD NR GRESHAM, OR","Stream","WILLAMETTE STATE STUDY - requested by CHAUNCEY",17090012,NA,"",NA,NA,"45.472898200000003","-122.4037012",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK AT PALMBLAD RD NR GRESHAM, OR","USGS","1226465454422","1226465454422","Johnson Creek",NA,NA,"45.4728982","-122.4037012"
"USGS-452842122450101","452842122450101","USGS-OR","USGS Oregon Water Science Center","FANNO CREEK AT WILLOWMERE DRIVE, PORTLAND, OR","Stream","TAMMY WOOD",17090010,"6.3399999999999999","sq mi",NA,"","45.478162400000002","-122.751414",NA,".01","seconds","Global positioning system (GPS), uncorrected","NAD83","220.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"FANNO CREEK AT WILLOWMERE DRIVE, PORTLAND, OR","USGS","1227639453931","1227639453931","Fanno Creek",NA,NA,"45.4781624","-122.751414"
"USGS-452843122445001","452843122445001","USGS-OR","USGS Oregon Water Science Center","VERMONT CREEK AT RM 0.2","Stream","CWS 3890002",17090001,"1.2","sq mi",NA,"","45.478672199999998","-122.747236",24000,"1","seconds","Interpolated from Digital Map","NAD83","226.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"VERMONT CREEK AT RM 0.2","USGS","1227502454783","1227502454783","Unnamed Stream",NA,NA,"45.4786722","-122.747236"
"USGS-452844122495001","452844122495001","USGS-OR","USGS Oregon Water Science Center","JOHNSON CREEK SOUTH AT GLENBROOK","Stream","CWS 3827011",17090001,"3.0","sq mi",NA,"","45.479013899999998","-122.830636",24000,"1","seconds","Interpolated from Digital Map","NAD83","174.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK SOUTH AT GLENBROOK","USGS","1228355454932","1228355454932","Johnson Creek",NA,NA,"45.4790139","-122.830636"
"USGS-452855123142501","452855123142501","USGS-OR","USGS Oregon Water Science Center","SAIN CREEK ABOVE HAGG LAKE","Stream","CWS 3806002",17090001,"10.699999999999999","sq mi",NA,"","45.4819028","-123.2402972",24000,"1","seconds","Interpolated from Digital Map","NAD83","295.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"SAIN CREEK ABOVE HAGG LAKE","USGS","1232219454870","1232219454870","Sain Creek",NA,NA,"45.4819028","-123.2402972"
"USGS-452912122291200","452912122291200","USGS-OR","USGS Oregon Water Science Center","JOHNSON CREEK AT CIRCLE AVE, OR","Stream","URBAN GRADIENT LAND USE STUDY   M.Sarantou  3/04",17090012,"21.5","sq mi",NA,"","45.486509099999999","-122.4878685",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","250.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"051",NA,NA,NA,NA,NA,NA,NA,NA,"JOHNSON CREEK AT CIRCLE AVE, OR","USGS","1226465454422","1226465454422","Johnson Creek",NA,NA,"45.4865091","-122.4878685"
"USGS-452912122444501","452912122444501","USGS-OR","USGS Oregon Water Science Center","FANNO CREEK ABOVE SYLVAN CREEK CONFLUENCE","Stream","CWS 3840117",17090001,"1.2","sq mi",NA,"","45.486699999999999","-122.74577499999999",24000,"1","seconds","Interpolated from Digital Map","NAD83","0.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"FANNO CREEK ABOVE SYLVAN CREEK CONFLUENCE","USGS","1227639453931","1227639453931","Fanno Creek",NA,NA,"45.4867","-122.745775"
"USGS-452928122472301","452928122472301","USGS-OR","USGS Oregon Water Science Center","HALL CREEK AT 110TH AND CANYON","Stream","CWS 3829007",17090001,"2.5","sq mi",NA,"","45.490977800000003","-122.78979169999999",24000,"1","seconds","Interpolated from Digital Map","NAD83","180.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"HALL CREEK AT 110TH AND CANYON","USGS","1229133455196","1229133455196","Beaverton Creek",NA,NA,"45.4909778","-122.7897917"
"USGS-452939122502301","452939122502301","USGS-OR","USGS Oregon Water Science Center","BEAVERTON CR AT MILLIKAN BLVD BELOW JOHNSON CR","Stream","CWS 3821059",17090001,"13.0","sq mi",NA,"","45.4940389","-122.8396944",24000,"1","seconds","Interpolated from Digital Map","NAD83","157.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BEAVERTON CR AT MILLIKAN BLVD BELOW JOHNSON CR","USGS","1229133455196","1229133455196","Beaverton Creek",NA,NA,"45.4940389","-122.8396944"
"USGS-452959123145801","452959123145801","USGS-OR","USGS Oregon Water Science Center","SCOGGINS CREEK ABOVE HAGG LAKE","Stream","CWS 3805095",17090001,"16.5","sq mi",NA,"","45.499669400000002","-123.2493972",24000,"1","seconds","Interpolated from Digital Map","NAD83","308.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"SCOGGINS CREEK ABOVE HAGG LAKE","USGS","1231261454600","1231261454600","Scoggins Creek",NA,NA,"45.4996694","-123.2493972"
"USGS-453004122510301","453004122510301","USGS-OR","USGS Oregon Water Science Center","BEAVERTON CREEK AT 170TH AVE, BEAVERTON, OR","Stream","Stewart Rounds",17090010,NA,"",NA,NA,"45.500950500000002","-122.852045",NA,".01","seconds","Global positioning system (GPS), uncorrected","NAD83","160.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BEAVERTON CREEK AT 170TH AVE, BEAVERTON, OR","USGS","1229133455196","1229133455196","Beaverton Creek",NA,NA,"45.5009505","-122.852045"
"USGS-453020122501501","453020122501501","USGS-OR","USGS Oregon Water Science Center","CEDAR MILL CREEK BELOW JENKINS RD","Stream","CWS 3823009",17090001,"8.3000000000000007","sq mi",NA,"","45.505641699999998","-122.8374444",24000,"1","seconds","Interpolated from Digital Map","NAD83","174.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"CEDAR MILL CREEK BELOW JENKINS RD","USGS","1228477455001","1228477455001","Cedar Mill Creek",NA,NA,"45.5056417","-122.8374444"
"USGS-453026123063401","453026123063401","USGS-OR","USGS Oregon Water Science Center","GALES CREEK AT NEW HWY 47","Stream","CWS 3810015",17090001,"74.900000000000006","sq mi",NA,NA,"45.507147199999999","-123.1093667",24000,"1","seconds","Interpolated from Digital Map","NAD83","167.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"GALES CREEK AT NEW HWY 47","USGS","1231025454915","1231025454915","Gales Creek",NA,NA,"45.5071472","-123.1093667"
"USGS-453030122560101","453030122560101","USGS-OR","USGS Oregon Water Science Center","ROCK CREEK AT BROOKWOOD AVENUE, HILLSBORO, OR","Stream","Tualatin Study S.Rounds   A.Brooks May 2004",17090010,NA,"",NA,NA,"45.508194400000001","-122.9335",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"ROCK CREEK AT BROOKWOOD AVENUE, HILLSBORO, OR","USGS","1229444454907","1229444454907","Rock Creek",NA,NA,"45.5081944","-122.9335"
"USGS-453108122475200","453108122475200","USGS-OR","USGS Oregon Water Science Center","BARNES ROAD MITIGATION POND, OR","Lake, Reservoir, Impoundment","Chauncey Anderson Finley sites 11/26/2007",17090010,NA,"",NA,NA,"45.518728400000001","-122.7989882",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","180.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.5187284","-122.7989882"
"USGS-453115122530801","453115122530801","USGS-OR","USGS Oregon Water Science Center","BRONSON CR AT 205TH NEAR BASELINE RD","Stream","CWS 3824001",17090001,"37.299999999999997","sq mi",NA,"","45.520752799999997","-122.8855806",24000,"1","seconds","Interpolated from Digital Map","NAD83","151.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BRONSON CR AT 205TH NEAR BASELINE RD","USGS","1228861455195","1228861455195","Bronson Creek",NA,NA,"45.5207528","-122.8855806"
"USGS-453115122542701","453115122542701","USGS-OR","USGS Oregon Water Science Center","BEAVERTON CREEK AT GUSTAN COURT","Stream","CWS 3821008",17090001,"37.299999999999997","sq mi",NA,NA,"45.520702800000002","-122.90745",24000,"1","seconds","Interpolated from Digital Map","NAD83","141.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BEAVERTON CREEK AT GUSTAN COURT","USGS","1229133455196","1229133455196","Beaverton Creek",NA,NA,"45.5207028","-122.90745"
"USGS-453146123012501","453146123012501","USGS-OR","USGS Oregon Water Science Center","COUNCIL CREEK AT KILLARNEY GOLF COURSE","Stream","CWS 3812002",17090001,"219.09999999999999","sq mi",NA,"","45.529416699999999","-123.02358889999999",24000,"1","seconds","Interpolated from Digital Map","NAD83","138.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"COUNCIL CREEK AT KILLARNEY GOLF COURSE","USGS","1230233455313","1230233455313","Council Creek",NA,NA,"45.5294167","-123.0235889"
"USGS-453158123001701","453158123001701","USGS-OR","USGS Oregon Water Science Center","MCKAY CREEK AT PADGETT RD","Stream","CWS 3816010",17090001,"66.0","sq mi",NA,NA,"45.532683300000002","-123.0046972",24000,"1","seconds","Interpolated from Digital Map","NAD83","128.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"MCKAY CREEK AT PADGETT RD","USGS","1230119455224","1230119455224","McKay Creek",NA,NA,"45.5326833","-123.0046972"
"USGS-453209123061601","453209123061601","USGS-OR","USGS Oregon Water Science Center","COUNCIL CREEK AT BEAL RD","Stream","CWS 3812050",17090001,"4.5999999999999996","sq mi",NA,"","45.535813900000001","-123.1044528",24000,"1","seconds","Interpolated from Digital Map","NAD83","164.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"COUNCIL CREEK AT BEAL RD","USGS","1230233455313","1230233455313","Council Creek",NA,NA,"45.5358139","-123.1044528"
"USGS-453214122512501","453214122512501","USGS-OR","USGS Oregon Water Science Center","BRONSON CR AT BRONSON PARK BELOW SUNSET HWY","Stream","CWS 3824020",17090001,"3.8999999999999999","sq mi",NA,NA,"45.537111099999997","-122.85686099999999",24000,"1","seconds","Interpolated from Digital Map","NAD83","190.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BRONSON CR AT BRONSON PARK BELOW SUNSET HWY","USGS","1228861455195","1228861455195","Bronson Creek",NA,NA,"45.5371111","-122.856861"
"USGS-453229123101101","453229123101101","USGS-OR","USGS Oregon Water Science Center","GALES CREEK AT STRINGTOWN","Stream","CWS 3810070",17090001,"69.0","sq mi",NA,NA,"45.541311100000001","-123.16958889999999",24000,"1","seconds","Interpolated from Digital Map","NAD83","190.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"GALES CREEK AT STRINGTOWN","USGS","1231025454915","1231025454915","Gales Creek",NA,NA,"45.5413111","-123.1695889"
"USGS-453232122553401","453232122553401","USGS-OR","USGS Oregon Water Science Center","DAWSON CREEK AT SHUTE RD ABOVE SITE","Stream","CWS 3850023",17090001,"1.5","sq mi",NA,"","45.542086099999999","-122.9259972",24000,"1","seconds","Interpolated from Digital Map","NAD83","177.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"DAWSON CREEK AT SHUTE RD ABOVE SITE","USGS","1229329455162","1229329455162","Dawson Creek",NA,NA,"45.5420861","-122.9259972"
"USGS-453249122494701","453249122494701","USGS-OR","USGS Oregon Water Science Center","BRONSON CREEK AT 143RD","Stream","CWS 3824050",17090001,"2.8999999999999999","sq mi",NA,"","45.547022200000001","-122.8296917",24000,"1","seconds","Interpolated from Digital Map","NAD83","217.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BRONSON CREEK AT 143RD","USGS","1228861455195","1228861455195","Bronson Creek",NA,NA,"45.5470222","-122.8296917"
"USGS-453321122483401","453321122483401","USGS-OR","USGS Oregon Water Science Center","BANNISTER CREEK AT LAIDLAW","Stream","CWS 3859001",17090001,"0.90000000000000002","sq mi",NA,"","45.55585","-122.80943600000001",24000,"1","seconds","Interpolated from Digital Map","NAD83","266.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BANNISTER CREEK AT LAIDLAW","USGS","1228861455195","1228861455195","Bronson Creek",NA,NA,"45.55585","-122.809436"
"USGS-453339122481301","453339122481301","USGS-OR","USGS Oregon Water Science Center","BANNISTER CREEK AT 124TH","Stream","CWS 3859010",17090001,"0.5","sq mi",NA,"","45.560891699999999","-122.803725",24000,"1","seconds","Interpolated from Digital Map","NAD83","358.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"051",NA,NA,NA,NA,NA,NA,NA,NA,"BANNISTER CREEK AT 124TH","USGS","1228861455195","1228861455195","Bronson Creek",NA,NA,"45.5608917","-122.803725"
"USGS-453438118462801","453438118462801","USGS-GA","USGS Georgia Water Science Center","MCKAY CR RESERVOIR (MCKAY CR NWR) NR PENDLETON, OR","Lake, Reservoir, Impoundment","AVIAN INFLUENZA RECON",17070103,NA,"",NA,"","45.577472200000003","-118.7746389",24000,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","1312.0","feet","1.0","feet","Interpolated from topographic map","NGVD29","US",41,"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.5774722","-118.7746389"
"USGS-453506123125700","453506123125700","USGS-OR","USGS Oregon Water Science Center","ILER CREEK NEAR FOREST GROVE, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04",17090010,"4.9000000000000004","sq mi",NA,"","45.584834399999998","-123.21705559999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","270.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"067",NA,NA,NA,NA,NA,NA,NA,NA,"ILER CREEK NEAR FOREST GROVE, OR","USGS","1232127455836","1232127455836","Iler Creek",NA,NA,"45.5848344","-123.2170556"
"USGS-453510122593301","453510122593301","USGS-OR","USGS Oregon Water Science Center","MCKAY CREEK AT SUNSET HWY","Stream","CWS 3816080",17090001,"42.799999999999997","sq mi",NA,"","45.586077799999998","-122.9924194",24000,"1","seconds","Interpolated from Digital Map","NAD83","154.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"MCKAY CREEK AT SUNSET HWY","USGS","1230119455224","1230119455224","McKay Creek",NA,NA,"45.5860778","-122.9924194"
"USGS-453535123035001","453535123035001","USGS-OR","USGS Oregon Water Science Center","EAST FORK DAIRY CREEK AT HARRINGTON RD","Stream","CWS 3818032",17090001,"58.700000000000003","sq mi",NA,"","45.593000000000004","-123.0639472",24000,"1","seconds","Interpolated from Digital Map","NAD83","161.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"EAST FORK DAIRY CREEK AT HARRINGTON RD","USGS","1230728455698","1230728455698","East Fork Dairy Creek",NA,NA,"45.593","-123.0639472"
"USGS-454543122524900","454543122524900","USGS-OR","USGS Oregon Water Science Center","SOUTH SCAPPOSE CREEK AT SCAPPOSE, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04",17090012,"25.199999999999999","sq mi",NA,"","45.761780899999998","-122.88149300000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","40.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"009",NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH SCAPPOSE CREEK AT SCAPPOSE, OR","USGS","1228744457689","1228744457689","South Scappoose Creek",NA,NA,"45.7617809","-122.881493"
