MonitoringLocationIdentifier,Site_no,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasureMeasureValue,DrainageAreaMeasureMeasureUnitCode,ContributingDrainageAreaMeasureMeasureValue,ContributingDrainageAreaMeasureMeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasureMeasureValue,HorizontalAccuracyMeasureMeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasureMeasureValue,VerticalMeasureMeasureUnitCode,VerticalAccuracyMeasureMeasureValue,VerticalAccuracyMeasureMeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasureMeasureValue,WellDepthMeasureMeasureUnitCode,WellHoleDepthMeasureMeasureValue,WellHoleDepthMeasureMeasureUnitCode,Site_name,Agency,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,LatChar,LonChar
USGS-453004122510301,4.53004E+14,USGS-OR,USGS Oregon Water Science Center,"BEAVERTON CREEK AT 170TH AVE, BEAVERTON, OR",Stream,Stewart Rounds,17090010,NA,,NA,NA,45.5009505,-122.852045,NA,0.01,seconds,"Global positioning system (GPS), uncorrected",NAD83,160,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"BEAVERTON CREEK AT 170TH AVE, BEAVERTON, OR",USGS,1.22913E+12,1.22913E+12,Beaverton Creek,NA,NA,45.5009505,-122.852045
USGS-453020122501501,4.5302E+14,USGS-OR,USGS Oregon Water Science Center,CEDAR MILL CREEK BELOW JENKINS RD,Stream,CWS 3823009,17090001,8.3,sq mi,NA,,45.5056417,-122.8374444,24000,1,seconds,Interpolated from Digital Map,NAD83,174,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,CEDAR MILL CREEK BELOW JENKINS RD,USGS,1.22848E+12,1.22848E+12,Cedar Mill Creek,NA,NA,45.5056417,-122.8374444
USGS-453026123063401,4.53026E+14,USGS-OR,USGS Oregon Water Science Center,GALES CREEK AT NEW HWY 47,Stream,CWS 3810015,17090001,74.9,sq mi,NA,NA,45.5071472,-123.1093667,24000,1,seconds,Interpolated from Digital Map,NAD83,167,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,GALES CREEK AT NEW HWY 47,USGS,1.23103E+12,1.23103E+12,Gales Creek,NA,NA,45.5071472,-123.1093667
USGS-453030122560101,4.5303E+14,USGS-OR,USGS Oregon Water Science Center,"ROCK CREEK AT BROOKWOOD AVENUE, HILLSBORO, OR",Stream,Tualatin Study S.Rounds   A.Brooks May 2004,17090010,NA,,NA,NA,45.5081944,-122.9335,NA,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"ROCK CREEK AT BROOKWOOD AVENUE, HILLSBORO, OR",USGS,1.22944E+12,1.22944E+12,Rock Creek,NA,NA,45.5081944,-122.9335
USGS-453108122475200,4.53108E+14,USGS-OR,USGS Oregon Water Science Center,"BARNES ROAD MITIGATION POND, OR","Lake, Reservoir, Impoundment",Chauncey Anderson Finley sites 11/26/2007,17090010,NA,,NA,NA,45.5187284,-122.7989882,24000,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,180,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5187284,-122.7989882
USGS-453115122530801,4.53115E+14,USGS-OR,USGS Oregon Water Science Center,BRONSON CR AT 205TH NEAR BASELINE RD,Stream,CWS 3824001,17090001,37.3,sq mi,NA,,45.5207528,-122.8855806,24000,1,seconds,Interpolated from Digital Map,NAD83,151,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,BRONSON CR AT 205TH NEAR BASELINE RD,USGS,1.22886E+12,1.22886E+12,Bronson Creek,NA,NA,45.5207528,-122.8855806
USGS-453115122542701,4.53115E+14,USGS-OR,USGS Oregon Water Science Center,BEAVERTON CREEK AT GUSTAN COURT,Stream,CWS 3821008,17090001,37.3,sq mi,NA,NA,45.5207028,-122.90745,24000,1,seconds,Interpolated from Digital Map,NAD83,141,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,BEAVERTON CREEK AT GUSTAN COURT,USGS,1.22913E+12,1.22913E+12,Beaverton Creek,NA,NA,45.5207028,-122.90745
USGS-453146123012501,4.53146E+14,USGS-OR,USGS Oregon Water Science Center,COUNCIL CREEK AT KILLARNEY GOLF COURSE,Stream,CWS 3812002,17090001,219.1,sq mi,NA,,45.5294167,-123.0235889,24000,1,seconds,Interpolated from Digital Map,NAD83,138,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,COUNCIL CREEK AT KILLARNEY GOLF COURSE,USGS,1.23023E+12,1.23023E+12,Council Creek,NA,NA,45.5294167,-123.0235889
USGS-453158123001701,4.53158E+14,USGS-OR,USGS Oregon Water Science Center,MCKAY CREEK AT PADGETT RD,Stream,CWS 3816010,17090001,66,sq mi,NA,NA,45.5326833,-123.0046972,24000,1,seconds,Interpolated from Digital Map,NAD83,128,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,MCKAY CREEK AT PADGETT RD,USGS,1.23012E+12,1.23012E+12,McKay Creek,NA,NA,45.5326833,-123.0046972
USGS-453209123061601,4.53209E+14,USGS-OR,USGS Oregon Water Science Center,COUNCIL CREEK AT BEAL RD,Stream,CWS 3812050,17090001,4.6,sq mi,NA,,45.5358139,-123.1044528,24000,1,seconds,Interpolated from Digital Map,NAD83,164,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,COUNCIL CREEK AT BEAL RD,USGS,1.23023E+12,1.23023E+12,Council Creek,NA,NA,45.5358139,-123.1044528
USGS-453214122512501,4.53214E+14,USGS-OR,USGS Oregon Water Science Center,BRONSON CR AT BRONSON PARK BELOW SUNSET HWY,Stream,CWS 3824020,17090001,3.9,sq mi,NA,NA,45.5371111,-122.856861,24000,1,seconds,Interpolated from Digital Map,NAD83,190,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,BRONSON CR AT BRONSON PARK BELOW SUNSET HWY,USGS,1.22886E+12,1.22886E+12,Bronson Creek,NA,NA,45.5371111,-122.856861
USGS-453229123101101,4.53229E+14,USGS-OR,USGS Oregon Water Science Center,GALES CREEK AT STRINGTOWN,Stream,CWS 3810070,17090001,69,sq mi,NA,NA,45.5413111,-123.1695889,24000,1,seconds,Interpolated from Digital Map,NAD83,190,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,GALES CREEK AT STRINGTOWN,USGS,1.23103E+12,1.23103E+12,Gales Creek,NA,NA,45.5413111,-123.1695889
USGS-453232122553401,4.53232E+14,USGS-OR,USGS Oregon Water Science Center,DAWSON CREEK AT SHUTE RD ABOVE SITE,Stream,CWS 3850023,17090001,1.5,sq mi,NA,,45.5420861,-122.9259972,24000,1,seconds,Interpolated from Digital Map,NAD83,177,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,DAWSON CREEK AT SHUTE RD ABOVE SITE,USGS,1.22933E+12,1.22933E+12,Dawson Creek,NA,NA,45.5420861,-122.9259972
USGS-453249122494701,4.53249E+14,USGS-OR,USGS Oregon Water Science Center,BRONSON CREEK AT 143RD,Stream,CWS 3824050,17090001,2.9,sq mi,NA,,45.5470222,-122.8296917,24000,1,seconds,Interpolated from Digital Map,NAD83,217,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,BRONSON CREEK AT 143RD,USGS,1.22886E+12,1.22886E+12,Bronson Creek,NA,NA,45.5470222,-122.8296917
USGS-453321122483401,4.53321E+14,USGS-OR,USGS Oregon Water Science Center,BANNISTER CREEK AT LAIDLAW,Stream,CWS 3859001,17090001,0.9,sq mi,NA,,45.55585,-122.809436,24000,1,seconds,Interpolated from Digital Map,NAD83,266,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,BANNISTER CREEK AT LAIDLAW,USGS,1.22886E+12,1.22886E+12,Bronson Creek,NA,NA,45.55585,-122.809436
USGS-453339122481301,4.53339E+14,USGS-OR,USGS Oregon Water Science Center,BANNISTER CREEK AT 124TH,Stream,CWS 3859010,17090001,0.5,sq mi,NA,,45.5608917,-122.803725,24000,1,seconds,Interpolated from Digital Map,NAD83,358,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,51,NA,NA,NA,NA,NA,NA,NA,NA,BANNISTER CREEK AT 124TH,USGS,1.22886E+12,1.22886E+12,Bronson Creek,NA,NA,45.5608917,-122.803725
USGS-453438118462801,4.53438E+14,USGS-GA,USGS Georgia Water Science Center,"MCKAY CR RESERVOIR (MCKAY CR NWR) NR PENDLETON, OR","Lake, Reservoir, Impoundment",AVIAN INFLUENZA RECON,17070103,NA,,NA,,45.5774722,-118.7746389,24000,0.1,seconds,"Global positioning system (GPS), uncorrected",NAD83,1312,feet,1,feet,Interpolated from topographic map,NGVD29,US,41,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5774722,-118.7746389
USGS-453506123125700,4.53506E+14,USGS-OR,USGS Oregon Water Science Center,"ILER CREEK NEAR FOREST GROVE, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04,17090010,4.9,sq mi,NA,,45.5848344,-123.2170556,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,270,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,"ILER CREEK NEAR FOREST GROVE, OR",USGS,1.23213E+12,1.23213E+12,Iler Creek,NA,NA,45.5848344,-123.2170556
USGS-453510122593301,4.5351E+14,USGS-OR,USGS Oregon Water Science Center,MCKAY CREEK AT SUNSET HWY,Stream,CWS 3816080,17090001,42.8,sq mi,NA,,45.5860778,-122.9924194,24000,1,seconds,Interpolated from Digital Map,NAD83,154,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,MCKAY CREEK AT SUNSET HWY,USGS,1.23012E+12,1.23012E+12,McKay Creek,NA,NA,45.5860778,-122.9924194
USGS-453535123035001,4.53535E+14,USGS-OR,USGS Oregon Water Science Center,EAST FORK DAIRY CREEK AT HARRINGTON RD,Stream,CWS 3818032,17090001,58.7,sq mi,NA,,45.593,-123.0639472,24000,1,seconds,Interpolated from Digital Map,NAD83,161,feet,10,feet,Interpolated from digital elevation model (DEM),NGVD29,US,41,67,NA,NA,NA,NA,NA,NA,NA,NA,EAST FORK DAIRY CREEK AT HARRINGTON RD,USGS,1.23073E+12,1.23073E+12,East Fork Dairy Creek,NA,NA,45.593,-123.0639472
USGS-454543122524900,4.54543E+14,USGS-OR,USGS Oregon Water Science Center,"SOUTH SCAPPOSE CREEK AT SCAPPOSE, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04,17090012,25.2,sq mi,NA,,45.7617809,-122.881493,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,40,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,9,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH SCAPPOSE CREEK AT SCAPPOSE, OR",USGS,1.22874E+12,1.22874E+12,South Scappoose Creek,NA,NA,45.7617809,-122.881493
USGS-455032122492300,4.55032E+14,USGS-OR,USGS Oregon Water Science Center,"MCNULTY CREEK AT ST. HELENS, OR",Stream,URBAN GRADIENT LAND USE STUDY M.Sarantou 04/2004,NA,NA,,NA,,45.8420589,-122.8242702,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8420589,-122.8242702
USGS-461206123564000,4.61206E+14,USGS-OR,USGS Oregon Water Science Center,"COLUMBIA RIVER NEAR POINT ADAMS, OR",Estuary,LCREP WQ Monitoring   Jennifer Morace  Sept. 2004,17080006,NA,,NA,,46.2016667,-123.9444444,240000,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2016667,-123.9444444
