"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","UsabilityComments"
10097,"14724","DEQ117, US Post Office, Lapine Station","43.663611000000003","-121.51000000000001",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"223.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10098,"25999","Ross Slough at road (tidegate)","43.350808299999997","-124.1563506","0.64000000000000001","1241675433517",NA,NA,NA,NA,0,0,"24K","Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,-666,"South Coast","Updated Lat/Long/Description from LASAR 10-09-2009. Lat/Long do not place station on Ross Slough.  Estuary determined by salinty or conductivity and verified by GIS.",0,"0.0",NA,0,NA,"1297.0",0,NA,"ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10099,"13356","Alsea River at Powerline Crossing","44.409416999999998","-123.957278","7.4000000000000004","1240782444222",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,"Mid Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"7.4000000000000004",1240782444222,1,"197.0","39162.0",0,"Alsea River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10100,"34498","Q Street Canal, mouth of Canoe Channel","44.058450000000001","-123.07688","0.37","1230833440571",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,410,"Willamette","Surface water. Q Street Canal aka Patterson Slough.",1,"0.0",NA,1,NA,"49.0",0,"Q Street Canal","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10101,"29975","Cavitt Creek","43.146414","-122.97451","9.5999999999999996","1230204432409",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1624,"Umpqua",NA,0,"9.5999999999999996",1230204432409,1,NA,"99.0",0,"Cavitt Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10102,"15912","St. Johns Landfill Monitoring Well D1B","45.620832999999998","-122.75916700000001",NA,NA,NA,NA,NA,NA,0,0,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"1716.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10103,"10648","Yamhill River at mouth","45.229778000000003","-122.997111","5.0000000000000003E-2","1229962452299",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,56,"Willamette",NA,0,"0.0",1229962452299,1,NA,"130.0",0,"Yamhill River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10104,"23443","DEQ224, 17191 Spring River Road","43.862830000000002","-121.4653",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,NA,NA,0,NA,"108.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10105,"32099","Umatilla River 50 feet upstream of Butter Creek confluence","45.794690000000003","-119.32731","15.24","1193384459144",NA,NA,NA,NA,1,1,"100K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,538,"Umatilla",NA,0,"0.0",NA,1,NA,"149.0",0,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10106,"12059","Dark Canyon Creek Lower (Transect 1)","45.274999999999999","-118.3828","0.20000000000000001","1183821452719",NA,NA,NA,NA,1,1,NA,"Lower Snake",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3337,"Grande Ronde",NA,0,"0.20000000000000001",1183821452719,1,NA,"141.0",0,"Dark Canyon","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10107,"32574","Tenmile Creek at River Mile 0.54","44.222459999999998","-124.0125","0.59999999999999998",NA,NA,NA,NA,NA,0,0,"24K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,869,"Mid Coast","Incorrect lat/long (puts site on trib to Tenmile).",0,"0.0",NA,0,NA,"60.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10182,"24438","Thirtymile Creek, 3.8 mile on jeep trail (Deschutes)","45.097720000000002","-120.10120999999999","26.0","1204692451626",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2746,"John Day",NA,0,"26.0",1204692451626,1,NA,NA,0,"Thirtymile Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10183,"24439","North Reynolds Creek, 4.9 mi on FSR 2635 (Reynolds, John Day)","44.432409999999997","-118.51285","0.71999999999999997","1185168444229",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4446,"John Day",NA,0,"0.0",NA,1,NA,NA,0,"North Reynolds Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10108,"23918","Bohemia Creek, 1.1 miles upstream from Middle Fork Willamette (Middle Fork Willamette, Willamette)","43.565337","-122.486417","1.1000000000000001","1224651435680",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1919,"Willamette",NA,0,"1.1000000000000001",1224651435680,1,NA,"81.0",0,"Bohemia Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10109,"31813","Oswego Lake 50 feet offshore of Palisades easement (Tualatin, Willamette)","45.40775","-122.69741","2.0899999999999999","1226576454100",0,"1226886454114","Lake Oswego","StreamNet",1,1,"100K","Willamette",0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,"Willamette","Site is on Lake Oswego.",0,"0.0",NA,1,NA,"168.0",0,"Oswego Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10110,"23157","Glaze Meadow Fork of Indian Ford Creek upstream of confluence with Indian Ford Creek","44.349204999999998","-121.6451","1.6000000000000001","1216221443584",NA,NA,NA,NA,1,1,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3317,"Deschutes",NA,0,"1.6000000000000001",1216221443584,1,NA,"62.0",0,"Indian Ford Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10111,"30868","Cullaby Lake at Dam at Carnahan Park, ABV dam -CULB-A","46.094299999999997","-123.9084","0.01","1239077460945",0,"1239008460801","Cullaby Lake","StreamNet",1,1,"100K","Lower Columbia",0,0,0,0,0,1,0,0,NA,NA,NA,NA,26,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"6.0",1239211461664,1,NA,"122.0",0,"Cullaby Lake","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10112,"34114","Drift Creek at Gorton Road ","44.9208","-123.99930000000001","1.4399999999999999","1240200449111",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,"Mid Coast","Estuary Source 13.",0,"0.0",NA,1,NA,"3729.0",0,"Drift Creek","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10113,"13556","Skipanon River at Warrenton","46.166499999999999","-123.91972199999999","2.0","1239022461912",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"2.0",1239022461912,1,NA,"6560.0",0,"Skipanon Waterway","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10114,"25172","Elk Creek at Harold Wooley Bridge","43.662578000000003","-123.48877400000001","34.600000000000001","1242038436694",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,157,"Umpqua","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"34.600000000000001",1242038436694,1,NA,"237.0",0,"Umpqua River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10115,"24459","Trail Creek at River Mile 4 (tributary to Upper Rogue River)","42.695728000000003","-122.8409","4.2999999999999998","1228089426459",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1706,"Rogue",NA,0,"4.2999999999999998",1228089426459,1,"0.10000000000000001","159.0",0,"Trail Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10116,"23961","North Fork Coquille River at County Bridge #2","43.290579999999999","-124.02177","35.700000000000003","1241417430804",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,233,"South Coast",NA,0,"35.700000000000003",1241417430804,1,NA,"66.0",0,"North Fork Coquille River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10117,"13313","Netarts Bay at Hansen's Line","45.418610999999999","-123.943056","1.2","1239524454337",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 9.",0,"1.2",1239524454337,1,"33.700000000000003","48800.0",0,"Netarts Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10118,"28830","Lenz Creek upstream of tributary from south (downstream of Lingren Road)","45.628030000000003","-121.53394","1.8200000000000001","1215146456436",NA,NA,NA,NA,1,1,"DEQ","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,715,"Hood","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.5",1215146456436,1,NA,"590.0",0,"Lenz Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10119,"11518","Zollner Creek at Boehmer Road","45.075333000000001","-122.762361","5.2999999999999998","1228266451046",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,203,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"5.2999999999999998",1228266451046,1,NA,"368.0",0,"Zollner Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10120,"29818","Pringle Creek at Commercial Street, Salem","44.9373","-123.0414","0.20000000000000001","1230450449387",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,151,"Willamette",NA,0,"0.20000000000000001",1230450449387,1,NA,"87.0",0,"Pringle Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10121,"11275","Coast Fork Willamette at Mt. Pisgah Park","44.010027999999998","-122.985111","2.2000000000000002","1230233440232",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,472,"Willamette",NA,0,"2.2000000000000002",1230233440232,1,NA,"82.0",0,"Coast Fork Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10122,"29300","Cronin Creek at Foss Road, tributary to Nehalem River at River Mile 24.4","45.76972","-123.63388999999999","0.12","1236350457719",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,276,"North Coast",NA,0,NA,NA,1,NA,"79.599999999999994",0,"Cronin Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10123,"35259","Columbia River Mid Channel at Marker 37 above Hood River Bridge","45.718499999999999","-121.4932","166.30000000000001","1240483462464",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,75,"Hood",NA,0,"0.0",NA,1,NA,"43.600000000000001",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10124,"30445","NG Creek downstream of Swede Flat","44.032800000000002","-117.55549999999999","0.10000000000000001","1175537440336",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3232,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.10000000000000001",1175537440336,1,NA,"284.0",0,"North Gulch Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10125,"26117","L.P. Pendleton Surface Site","45.666870000000003","-118.81583999999999","51.380000000000003","1193384459144",NA,NA,NA,NA,1,1,"100K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1020,"Umatilla",NA,0,NA,NA,1,NA,"141.0",0,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10130,"10373","Mary's River at 99W (Corvallis)","44.556638999999997","-123.263639","0.20000000000000001","1232609445565",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,200,"Willamette",NA,0,"0.20000000000000001",1232609445565,1,NA,"166.0",0,"Marys River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10126,"26615","West Fork Illinois River downstream of Elk Creek (Illinois, Rogue)","42.036158","-123.747372","13.0","1236586421597",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1657,"Rogue",NA,0,"13.0",1236586421597,1,NA,"141.0",0,"West Fork Illinois River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10127,"29257","Gleneden Beach, 0.1 km north of path","44.877519999999997","-124.03928000000001","113.67","1240637462558",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR600095","Gleneden Beach",3,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"33.600000000000001",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10128,"28716","Bashaw Creek at Buena Vista Road (tributary to Willamette River at River Mile 104.2)","44.775700000000001","-123.1148","3.8999999999999999","1231234447873",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,171,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"3.8999999999999999",1231234447873,1,NA,"230.0",0,"Bashaw Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10129,"32958","Coos Bay West, 0.05 nautical miles east of red marker #8","43.361522999999998","-124.316413","1.51","1243397433543",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"South Coast","Estuary Source 4.",0,"0.0",NA,1,"37.0",NA,0,"Coos Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10131,"23114","Butler Creek near I-5 (tributary of Bear Creek)","42.226083000000003","-122.732889","0.5","1227401422210",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1752,"Rogue",NA,0,"0.5",1227401422210,1,NA,NA,0,"Butler Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10132,"32013","Prineville WWTP effluent at outfall at Crooked River","44.313389000000001","-120.87291","76.099999999999994",NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2841,"Deschutes","Municipal Effluent. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"0.0",NA,0,NA,"503.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10133,"17014","Tillamook Bay at The Ghost Hole","45.533889000000002","-123.9375","2.2000000000000002","1239378455599",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"2.2000000000000002",1239378455599,1,"33.399999999999999",NA,0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10134,"25129","Willamette River 500 feet upstream of Blue Heron Mill outfall (Right 1/4 channel)","45.340170000000001","-122.64085","27.899999999999999","1227618456580",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,52,"Willamette",NA,0,"27.899999999999999",1227618456580,1,NA,"95.0",0,"Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10135,"33785","Ochoco Creek between Hon and Garden","44.389449999999997","-120.4485","28.289999999999999","1208917443218",NA,NA,NA,NA,1,1,NA,"Deschutes",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3865,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"248.0",0,"Ochoco Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10136,"13917","Oswego Lake at Lake Center","45.410193999999997","-122.692222","1.8200000000000001","1226576454100",0,"1226886454114","Lake Oswego","StreamNet",1,1,"100K","Willamette",0,0,0,0,0,1,0,0,NA,NA,NA,NA,98,"Willamette",NA,0,"1.8",1226576454100,1,NA,"170.0",0,"Oswego Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10137,"14658","Betty Kilby, 51427 Cedar Road, Lapine","43.668332999999997","-121.52972200000001","0.84999999999999998","1215090436735",NA,NA,NA,NA,1,1,"24K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,1,NA,"321.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10138,"35557","Columbia River Shoreline Upstream of Germany Creek","46.188800000000001","-123.1238166","53.700000000000003","1240483462464",NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"North Coast",NA,0,"0.0",NA,1,NA,"148.0",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10139,"22573","DEQ2203, Habitat2","43.823743999999998","-121.464156",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"359.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10140,"13121","Hamilton Creek at River Mile 1.7","45.969693999999997","-123.560389","1.3999999999999999","1235720459512",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,801,"North Coast",NA,0,"1.3999999999999999",1235720459512,1,NA,NA,0,"Hamilton Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10141,"13212","Salt Creek at River Mile 0.64","42.936833","-122.94711100000001","0.29999999999999999","1229437429336",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1211,"Umpqua","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.29999999999999999",1229437429336,1,NA,"370.0",0,"Salt Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10142,"13216","West Fork Millicoma River 0.25 miles upstream of hatchery","43.490443999999997","-124.007806","12.300000000000001","1240300434241",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,354,"South Coast",NA,0,"12.300000000000001",1240300434241,1,NA,"49.0",0,"West Fork Millicoma River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10143,"13269","Willow Creek Upper Uaa Site","42.166832999999997","-118.223583","25.899999999999999","1182718424975",NA,NA,NA,NA,1,1,NA,"Oregon Closed Basins",1,0,0,0,0,0,0,0,NA,NA,NA,NA,5492,"Malheur Lake",NA,0,"25.899999999999999",1182718424975,1,NA,"129.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10144,"13270","Willow Creek Middle Uaa Site","42.234499999999997","-118.23","20.600000000000001","1182718424975",NA,NA,NA,NA,1,1,NA,"Oregon Closed Basins",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4820,"Malheur Lake",NA,0,"20.600000000000001",1182718424975,1,NA,"121.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10145,"13271","Willow Creek Lower Uaa Site","42.299556000000003","-118.273","15.199999999999999","1182718424975",NA,NA,NA,NA,1,1,NA,"Oregon Closed Basins",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4433,"Malheur Lake",NA,0,"15.199999999999999",1182718424975,1,NA,"131.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10181,"24437","Beaver Creek 0.85 mi past turnoff to Bear Cr Ranger Station (Warm Spring","45.096739999999997","-121.55233","22.120000000000001","1213417448729",NA,NA,NA,NA,1,0,NA,"Deschutes",1,0,0,0,0,0,0,0,NA,NA,NA,NA,-666,"Deschutes",NA,0,"0.0",NA,1,NA,NA,0,"Beaver Creek","FW",1,"Oregon Department of Environmental Quality","ODEQ",NA
10146,"17090","North Fork Salmonberry Creek at River Mile 0.80","44.340471999999998","-123.683667","0.20000000000000001","1236868443399",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,226,"Mid Coast",NA,0,"0.20000000000000001",1236868443399,1,NA,"100.0",0,"North Fork Sulmon Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10147,"17122","Spout Creek near Harlan","44.552028","-123.685889","1.2","1236952445392",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,335,"Mid Coast",NA,0,"1.2",1236952445392,1,NA,"103.0",0,"Spout Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10148,"20363","Devils Lake Fork Wilson River at mouth","45.606305999999996","-123.460306","0.10000000000000001","1234619456062",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,876,"North Coast",NA,0,"0.10000000000000001",1234619456062,1,NA,NA,0,"Devils Lake Fork","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10149,"21852","Donnegan Creek tributary at River Mile 2.62","42.912097000000003","-122.639106","0.10000000000000001","1226403429129",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3753,"Umpqua",NA,0,"0.10000000000000001",1226403429129,1,NA,"91.0",0,"Deadhorse Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10150,"21871","Fish Creek 1.4 miles on FSR 5440","45.064388999999998","-122.160892","7.5","1221528451579",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1946,"Willamette",NA,0,"7.5",1221528451579,1,NA,"46.0",0,"Fish Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10151,"22504","Elk Creek at mouth (Nestucca)","45.281275000000001","-123.543594","38.299999999999997","1239555451826",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,915,"North Coast",NA,0,"38.299999999999997",1239555451826,1,NA,NA,0,"Nestucca River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
