"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode"
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0004","Columbia River RM 6.5 0.1 NM E of Clatsop Spit","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0005","Tillamook Bay W 0.8 NM NE of Pitcher Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100203,NA,"",NA,"","45.5","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0007","Yaquina Bay RM 3.5 0.3 NM W of Coquille Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100204,NA,"",NA,"","44.600000000000001","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"41",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0008","Coos Bay N Haynes Inlet 0.2 NM NW of Green Marker #5","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100304,NA,"",NA,"","43.399999999999999","-124.2",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0010","Columbia River RM 17.5 0.7 NM NW of Tongue Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.200000000000003","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0011","Columbia River RM 19.5 1.1 NM S of Grays Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100106,NA,"",NA,"","46.299999999999997","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0012","Columbia River Youngs Bay North Shore near Radio Towers","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0013","Nehalem Bay 0.3 NM SW of Wheeler City Piers","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100202,NA,"",NA,"","45.700000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0014","Coos Bay Isthmus Slough 0.7 NM North of Manning Gulch","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100304,NA,"",NA,"","43.299999999999997","-124.2",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0015","Umpqua River RM 13.8 0.9 NM DS of Koapke Slu","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100303,NA,"",NA,"","43.700000000000003","-124.09999999999999",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"19",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0016","Coquille River RM 8 near Parkersburg City","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100305,NA,"",NA,"","43.100000000000001","-124.3",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0017","Columbia River RM 20 Cathlamet Bay 0.2 NM S of Red Marker #8","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.200000000000003","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0018","Siuslaw River RM 5.2 N shore 0.8 NM DS of North Fork Mouth","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100206,NA,"",NA,"","44.0","-124.09999999999999",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0019","Nestucca River RM 2.2 near Woods City","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",NA,NA,"",NA,"","45.200000000000003","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0020","Coos Bay E 0.3 NM W of Pierce Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100304,NA,"",NA,"","43.399999999999999","-124.2",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0022","Columbia River RM 5 Baker Bay 0.3 NM N of Sand Island","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.299999999999997","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0023","Columbia River RM 21 1.5 NM SE of Grays Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.299999999999997","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0024","Columbia River RM 8 0.3 NM NW of Green Marker #25","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100201,NA,"",NA,"","46.200000000000003","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0025","Columbia River RM 21 0.5 NM SE of Red Marker #52","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.200000000000003","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0062","Alsea River d/s of Drift Creek abuts Silver RV Park/Marina","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100205,NA,"",NA,"","44.399999999999999","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"41",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0077","Columbia River RM 7 1.0 NM S of Green Marker #7","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100201,NA,"",NA,"","46.200000000000003","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0100","Tillamook Bay near Memaloose Boat Ramp","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17100203,NA,"",NA,"","45.5","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0141","Columbia River Baker Bay W of Sand Island","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.299999999999997","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-ID","USGS Idaho Water Science Center","USGS-13173600","SNAKE RIVER NR ADRIAN OR","Stream","",17050103,"43000.0","sq mi",NA,"","43.7309932","-117.0718258",24000,"5","seconds","Interpolated from map","NAD83","2190.0","feet","5.0","feet","Interpolated from topographic map","NAVD88","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-ID","USGS Idaho Water Science Center","USGS-434805117031700","301 DRAIN NEAR HIGHWAY 201 NEAR OWYHEE OR","Stream: Ditch","Project B6003",17050110,NA,"",NA,"","43.801388899999999","-117.0547222",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-11507100","UPPER KLAMATH LAKE OUTLET AT KLAMATH FALLS OR","Stream","",18010203,NA,"",NA,"","42.238755300000001","-121.80528270000001",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-13184000","OWYHEE RIVER AT OWYHEE, OREG.","Stream","",17050110,"11300.0","sq mi",NA,"","43.777660500000003","-117.0676601",NA,"Unknown","Unknown","Interpolated from map","NAD83","2190.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14159200","SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR","Stream","",17090004,"160.0","sq mi",NA,"","44.047066999999998","-122.21782450000001",NA,"1","seconds","Interpolated from map","NAD83","1709.51","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14202980","SCOGGINS CK BLW HENRY HAGG LAKE, NR GASTON, OR","Stream","",17090010,"38.799999999999997","sq mi",NA,"","45.469279700000001","-123.200109",NA,"1","seconds","Interpolated from map","NAD83","187.47999999999999","feet","0.10000000000000001","feet","Level or other surveying method","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206070","MCKAY CK ABV WAIBLE CK @ SCOTCH CHURCH RD NR N.PLN","Stream","",17090010,NA,"",NA,"","45.572615499999998","-122.991772",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206372","JOHNSON CREEK AT DAVIS ROAD NEAR BEAVERTON, OR","Stream","",17090010,NA,"",NA,"","45.474839699999997","-122.8323219",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206421","BRONSON CREEK AT WEST UNION ROAD NR ORENCO, OR","Stream","",17090010,NA,"",NA,"","45.544839000000003","-122.8395452",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206425","BRONSON CREEK AT 185TH AVE NR ALOHA, OR","Stream","Data moved from 14206298 2/18/2011",17090010,"4.1500000000000004","sq mi",NA,"","45.532339","-122.8676014",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206426","BRONSON CREEK AT WALKER ROAD","Stream","Was 14206300 changed 10/02 Klamath Lake project",17090010,NA,"",NA,"","45.530116700000001","-122.87287929999999",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206441","DAWSON CREEK AT AIRPORT ROAD, NEAR HILLSBORO, OR","Stream","",17090010,NA,"",NA,"","45.538171800000001","-122.9359367",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206443","DAWSON CREEK AT BROOKWOOD ROAD, NEAR HILLSBORO, OR","Stream","",17090010,NA,"",NA,"","45.524005299999999","-122.93482539999999",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206445","See new number 14206347","Stream","See new site number above in sta.name  10/08/2002",17090010,NA,"",NA,"","45.523727700000002","-122.9092692",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206450","ROCK CREEK NEAR HILLSBORO,OREG.","Stream","",17090010,"74.0","sq mi",NA,"","45.502338799999997","-122.9478811",NA,"Unknown","Unknown","Interpolated from map","NAD83","116.27","feet","0.10000000000000001","feet","Level or other surveying method","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206748","CEDAR CREEK AT EDY ROAD, NEAR SHERWOOD, OR","Stream","",17090010,NA,"",NA,"","45.367896000000002","-122.8573209",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206928","FANNO CREEK NEAR SW PARKVIEW LOOP NEAR METZGER, OR","Stream","",17090010,NA,"",NA,"","45.457340100000003","-122.7964872",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206933","ASH CREEK AT METZGER PARK AT METZGER, OR","Stream","",17090010,NA,"",NA,"","45.449840399999999","-122.7637084",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206935","ASH CREEK AT GREENBERG ROAD","Stream","Was site 14206930 (Matt Johnston)",17090010,NA,"",NA,"","45.440673699999998","-122.77926429999999",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-14206938","SUMMER CREEK AT SW 121 AVE NEAR TIGARD, OR","Stream","",17090010,NA,"",NA,"","45.434840299999998","-122.79982029999999",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-421740121551200","FLOODED CALEDONIA MARSH (FCM-3)","Lake, Reservoir, Impoundment","QW portion of Sucker telemetry stydy  T.Wood  6/06",NA,NA,"",NA,"","42.294308100000002","-121.9211217",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-421807121543800","FLOODED CALDONIA MARSH (FCM-1)","Lake, Reservoir, Impoundment","QW portion of Sucker Telemetry study  T.Wood",NA,NA,"",NA,"","42.301808000000001","-121.911677",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-421819121532800","FLOODED CALEDONIA MARSH (FCM-2)","Lake, Reservoir, Impoundment","QW portion of Sucker telemetry study  T.Wood 6/06",NA,NA,"",NA,"","42.305141499999998","-121.8922319",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-421838121513900","NORTH BUCK ISLAND  - NBI","Lake, Reservoir, Impoundment","REQUESTED BY TAMMY WOOD",18010203,NA,"",NA,"","42.310419500000002","-121.86195309999999",24000,"1","minutes","Interpolated from map","NAD83","4143.0","feet","10.0","feet","Interpolated from topographic map","NAVD88","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-421933121550000","HOWARD BAY  - HDB","Lake, Reservoir, Impoundment","REQUESTED BY TAMMY WOOD",18010203,NA,"",NA,"","42.325696299999997","-121.91778890000001",24000,"1","minutes","Interpolated from map","NAD83","4143.0","feet","10.0","feet","Interpolated from topographic map","NAVD88","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422042121513100","RATTLESNAKE POINT  -  RPT","Lake, Reservoir, Impoundment","QW portion sucker telemetry study T.Wood 06/2005",18010203,NA,"",NA,"","42.344752100000001","-121.8598427",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422305121553800","MID-TRENCH - LOWER   -  MDTL","Lake, Reservoir, Impoundment","QW portion of sucker telemetry study T.Wood 9/2004",NA,NA,"",NA,"","42.384611499999998","-121.9284016",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422305121553803","MID-TRENCH - UPPER   - MDTU","Lake, Reservoir, Impoundment","QW portion of sucker telemetry study T.Wood 9/2004",NA,NA,"",NA,"","42.384689199999997","-121.9286044",NA,".01","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422312121515900","MID-LAKE   -  MDL","Lake, Reservoir, Impoundment","QW portion sucker telemetry study T.Wood 06/2005",18010203,NA,"",NA,"","42.3865287","-121.8675384",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422437121515200","MODOC RIM/MRM","Lake, Reservoir, Impoundment","QW portion Sucker telemetry study T.Wood 06/06",18010203,NA,"",NA,"","42.410222599999997","-121.86567770000001",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422500121581800","UKL08-03","Lake, Reservoir, Impoundment","WQ NETWORK FOR SUCKER TELEMETRY STUDY 2003 T.WOODS",NA,NA,"",NA,"","42.416582499999997","-121.9728482",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422501121581400","UKL08","Lake, Reservoir, Impoundment","QW PORTION OF SUCKER TELEMETRY STUDY",NA,NA,"",NA,"","42.4167658","-121.9717287",NA,".1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422502122011400","UKL11-03","Lake, Reservoir, Impoundment","WQ NETWORK FOR SUCKER TELEMETRY STUDY 2003 T.WOODS",NA,NA,"",NA,"","42.417081899999999","-122.02171079999999",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422559121574400","EAGLE POINT - LOWER  - EPT","Lake, Reservoir, Impoundment","QW portion sucker telemetry study T.Wood 06/2005",18010203,NA,"",NA,"","42.432971100000003","-121.963376",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422606121592600","UKL07","Lake, Reservoir, Impoundment","QW PORTION OF SUCKER TELEMETRY STUDY",NA,NA,"",NA,"","42.434890199999998","-121.9915603",NA,".1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422622122004000","MID-NORTH - LOWER  - MDNL","Lake, Reservoir, Impoundment","WQ network for sucker telemetry study T.Wood  2004",NA,NA,"",NA,"","42.439164900000002","-122.01223880000001",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422628121594500","MID NORTH KLAMATH LAKE, OR","Lake, Reservoir, Impoundment","REQUESTED BY TAMMY WOOD",18010203,NA,"",NA,"","42.441111100000001","-121.9958333",124000,"1","minutes","Interpolated from map","NAD83","4143.0","feet","1.0","feet","Interpolated from topographic map","NAVD88","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422711122003700","UKL06","Lake, Reservoir, Impoundment","QW PORTION OF SUCKER TELEMETRY STUDY",NA,NA,"",NA,"","42.453022900000001","-122.0115334",NA,".1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
"USGS-OR","USGS Oregon Water Science Center","USGS-422714122034100","UKL09-03","Lake, Reservoir, Impoundment","WQ NETWORK FOR SUCKER TELEMETRY STUDY 2003 T.WOODS",NA,NA,"",NA,"","42.453830600000003","-122.0624349",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA
